PM2.5,NO,NH3,CO,SO2,O3,Benzene,AQI,AQI_Bucket
49.84,10.72,22.09,0.75,21.12,77.78,0.5,140.0,Moderate
56.54,11.65,24.31,0.83,16.14,86.54,0.67,132.0,Moderate
116.02,13.46,25.7,0.75,14.37,73.03,0.97,153.0,Moderate
311.35,14.14,21.31,0.91,20.56,65.91,0.71,305.0,Very Poor
130.52,15.71,21.3,1.1,17.89,54.31,1.08,291.0,Poor
53.61,16.79,25.11,0.89,12.54,69.47,1.01,208.0,Poor
61.1,16.18,21.12,1.23,12.96,60.7,1.07,140.0,Moderate
68.06,10.99,17.46,0.54,11.43,94.86,1.49,158.0,Moderate
77.44,10.81,14.99,0.48,11.92,102.21,0.6,204.0,Poor
56.46,7.94,19.03,0.6,10.6,65.26,0.58,140.0,Moderate
61.48,9.45,28.36,0.62,9.0,63.08,0.63,146.0,Moderate
79.69,11.22,27.64,0.59,9.26,65.17,0.47,114.0,Moderate
70.2,13.93,28.2,1.18,12.55,45.86,0.91,156.0,Moderate
73.01,24.19,33.56,1.51,10.87,46.16,0.85,174.0,Moderate
107.82,34.5,44.05,1.65,14.71,38.36,1.89,221.0,Poor
103.08,16.87,39.2,0.71,9.36,60.49,0.68,275.0,Poor
65.08,20.2,41.52,1.17,12.98,89.57,0.54,198.0,Moderate
65.66,32.37,64.87,1.41,7.55,69.73,1.3,167.0,Moderate
105.11,33.99,60.04,1.55,10.72,38.47,1.66,223.0,Poor
116.61,36.02,48.54,1.43,10.53,39.8,2.06,254.0,Poor
146.31,33.72,48.56,1.34,9.91,39.47,2.3,311.0,Very Poor
74.56,26.21,49.15,0.98,17.05,40.12,2.28,180.0,Moderate
49.48,13.33,37.71,0.83,8.32,63.51,0.68,148.0,Moderate
42.24,13.97,43.16,0.81,10.13,53.56,0.61,107.0,Moderate
56.23,15.35,39.9,0.89,11.47,51.77,0.67,130.0,Moderate
55.39,13.49,39.98,0.99,8.37,81.28,1.03,154.0,Moderate
64.1,11.57,34.24,0.75,12.0,81.47,1.22,147.0,Moderate
55.62,10.77,38.45,0.76,8.08,56.37,0.75,118.0,Moderate
51.15,10.81,50.57,0.67,6.62,56.2,0.61,111.0,Moderate
56.89,11.9,45.56,0.71,8.31,58.18,0.57,114.0,Moderate
31.08,9.04,39.92,0.65,8.22,68.26,0.38,105.0,Moderate
33.67,12.09,47.97,0.65,10.76,61.55,0.54,98.0,Satisfactory
44.18,15.66,51.18,0.79,9.78,45.88,0.79,103.0,Moderate
30.45,13.12,43.17,0.62,9.88,60.92,0.79,100.0,Satisfactory
32.75,8.88,39.37,0.68,10.32,66.18,0.82,99.0,Satisfactory
45.01,7.93,38.12,0.77,12.32,91.2,0.92,127.0,Moderate
34.41,13.06,42.62,0.61,9.72,74.52,0.7,113.0,Moderate
42.66,14.24,47.37,1.07,7.8,62.44,0.83,118.0,Moderate
55.22,15.03,47.85,1.2,9.81,45.99,1.27,133.0,Moderate
47.13,11.63,41.97,0.67,10.37,24.9,0.57,126.0,Moderate
43.63,12.56,42.68,0.82,8.84,34.09,0.81,133.0,Moderate
50.2,9.71,36.64,0.69,10.57,60.08,1.04,137.0,Moderate
41.0,7.91,37.36,0.71,11.16,74.39,0.51,124.0,Moderate
33.6,6.73,34.5,0.76,11.81,84.96,0.71,116.0,Moderate
44.62,7.62,29.87,0.78,11.13,81.08,0.85,113.0,Moderate
41.72,9.1,39.72,0.78,9.02,50.35,0.44,115.0,Moderate
56.15,10.23,34.22,0.67,8.62,48.83,0.3,125.0,Moderate
52.94,8.89,29.2,0.73,9.33,71.21,0.35,146.0,Moderate
40.63,7.92,29.49,0.79,7.61,69.35,0.39,113.0,Moderate
48.33,8.93,38.26,0.73,8.77,53.65,0.47,117.0,Moderate
56.76,9.43,40.11,0.69,10.05,62.13,0.64,139.0,Moderate
56.16,20.9,48.03,1.17,10.06,42.88,1.41,121.0,Moderate
76.01,37.87,53.0,1.67,10.24,31.33,2.08,172.0,Moderate
49.92,10.75,34.58,0.86,11.31,43.54,0.71,140.0,Moderate
46.52,15.38,34.81,0.91,10.16,76.41,0.69,131.0,Moderate
60.9,11.89,35.24,0.72,11.24,66.68,0.59,151.0,Moderate
43.4,5.7,28.65,0.56,11.76,87.17,0.71,140.0,Moderate
54.63,5.06,26.69,0.72,9.94,100.86,1.17,134.0,Moderate
60.99,19.34,29.31,0.84,10.63,98.23,1.09,150.0,Moderate
62.79,9.79,33.62,0.83,9.35,91.4,0.81,181.0,Moderate
55.95,18.11,37.81,1.18,13.25,44.35,1.09,142.0,Moderate
62.98,10.44,35.89,0.74,11.46,70.08,0.83,151.0,Moderate
56.87,7.97,24.82,0.77,9.65,97.55,0.41,145.0,Moderate
45.6,8.9,34.27,1.03,8.96,93.05,0.77,157.0,Moderate
49.85,7.89,22.81,1.06,7.76,104.05,0.87,158.0,Moderate
39.81,7.39,25.52,0.8,7.84,98.39,0.49,127.0,Moderate
48.96,7.64,28.91,0.53,7.77,80.06,0.45,129.0,Moderate
42.24,6.42,30.38,0.66,6.34,70.35,0.75,116.0,Moderate
26.2,6.25,25.04,0.52,4.2,59.07,0.42,100.0,Satisfactory
27.64,9.52,39.4,0.68,7.09,43.98,0.29,97.0,Satisfactory
33.56,7.93,36.24,0.64,8.4,65.62,0.4,124.0,Moderate
37.67,8.38,35.9,0.6,7.43,60.73,0.35,125.0,Moderate
57.56,8.44,40.43,0.63,5.59,37.98,0.41,130.0,Moderate
51.78,8.54,35.93,0.61,7.5,40.94,0.35,153.0,Moderate
54.55,8.65,37.14,0.58,7.97,59.38,0.31,149.0,Moderate
64.1,11.68,45.78,0.78,7.73,45.28,0.45,140.0,Moderate
79.58,11.43,38.54,0.85,9.92,45.52,0.3,202.0,Poor
126.39,8.17,30.55,0.53,6.64,66.89,0.18,434.0,Severe
36.29,8.24,34.2,0.5,8.73,70.82,0.15,185.0,Moderate
96.02,4.74,33.55,0.7,6.96,71.61,0.32,173.0,Moderate
98.88,15.07,48.53,1.15,9.55,49.49,0.7,124.0,Moderate
56.46,20.38,60.46,1.19,9.46,42.43,0.75,157.0,Moderate
55.72,11.2,49.13,0.84,10.84,46.37,0.36,136.0,Moderate
76.08,7.31,53.92,0.71,10.29,42.32,0.46,176.0,Moderate
58.94,12.69,44.65,0.66,7.69,39.32,0.49,179.0,Moderate
56.72,8.52,32.45,0.5,5.78,68.36,0.61,157.0,Moderate
53.42,6.75,34.49,0.46,5.95,52.55,0.32,158.0,Moderate
56.81,7.73,40.11,0.7,7.74,51.24,0.48,147.0,Moderate
65.79,9.47,29.32,0.6,5.51,56.0,0.85,168.0,Moderate
47.86,8.07,26.94,0.49,7.75,85.36,0.77,172.0,Moderate
51.16,9.04,25.09,0.73,7.2,101.61,0.68,150.0,Moderate
60.11,12.38,34.71,0.77,8.75,111.96,0.92,160.0,Moderate
67.36,10.71,25.6,0.67,8.65,94.99,0.45,171.0,Moderate
53.19,13.16,26.45,0.86,10.8,84.84,0.42,176.0,Moderate
96.38,12.76,29.69,0.96,7.31,90.6,0.66,250.0,Poor
55.01,10.03,24.3,0.74,8.61,87.99,0.33,181.0,Moderate
52.1,12.6,35.04,0.84,8.44,83.94,0.42,153.0,Moderate
60.83,13.33,46.07,0.8,9.23,69.54,1.53,137.0,Moderate
55.45,11.51,36.61,0.94,9.43,55.5,1.19,157.0,Moderate
76.41,10.18,32.45,1.85,10.77,47.12,0.99,152.0,Moderate
83.35,7.27,24.54,1.77,10.47,70.44,1.03,255.0,Poor
78.39,8.56,27.49,2.1,10.55,56.62,0.89,204.0,Poor
71.69,17.05,41.27,2.11,11.15,68.29,1.04,194.0,Moderate
70.42,16.53,37.41,0.8,12.09,75.99,0.95,181.0,Moderate
56.88,15.45,38.21,0.91,11.27,74.15,1.24,156.0,Moderate
66.11,2.87,16.03,0.88,8.6,98.27,1.14,161.0,Moderate
54.57,3.14,21.16,0.83,9.45,93.77,0.91,172.0,Moderate
57.33,2.77,19.16,0.82,9.83,106.57,1.08,193.0,Moderate
68.99,6.78,27.86,1.07,11.69,91.18,1.54,160.0,Moderate
75.45,11.54,36.46,0.97,11.24,73.61,2.27,199.0,Moderate
61.93,7.43,30.38,0.86,16.49,101.63,1.52,171.0,Moderate
68.44,19.24,54.59,1.15,10.24,74.21,3.22,169.0,Moderate
56.84,20.06,44.26,1.03,12.22,71.11,1.65,174.0,Moderate
63.49,11.96,27.59,0.61,10.01,75.28,0.98,153.0,Moderate
70.45,9.79,41.91,0.93,15.87,77.68,1.36,169.0,Moderate
64.81,5.46,29.36,0.85,10.39,80.15,0.88,170.0,Moderate
59.09,6.79,22.64,0.98,10.23,48.49,0.61,146.0,Moderate
50.38,6.56,33.95,0.9,10.31,61.73,1.24,138.0,Moderate
71.04,8.39,24.45,0.9,12.89,53.89,1.14,150.0,Moderate
116.5,9.98,22.31,0.81,11.85,61.13,1.05,379.0,Very Poor
69.06,8.63,19.95,0.61,10.85,52.37,0.36,265.0,Poor
79.44,9.96,20.29,0.9,11.14,41.93,0.87,190.0,Moderate
79.41,7.9,12.82,0.74,9.03,70.1,0.69,210.0,Poor
59.58,7.62,15.35,0.82,8.07,94.49,0.54,189.0,Moderate
69.5,7.76,17.07,0.82,8.76,77.34,0.73,132.0,Moderate
83.02,8.39,19.03,0.81,8.28,35.54,0.93,220.0,Poor
49.28,9.29,18.54,0.53,10.74,30.99,0.72,160.0,Moderate
45.19,7.87,18.04,0.5,11.19,49.77,0.52,100.0,Satisfactory
49.5,9.69,18.3,0.44,9.54,50.65,0.78,118.0,Moderate
73.33,8.37,22.09,0.7,10.04,39.2,0.49,169.0,Moderate
84.79,15.57,18.75,0.56,9.3,38.38,0.24,285.0,Poor
92.4,10.17,15.67,0.4,6.74,47.67,0.29,269.0,Poor
70.52,9.22,19.28,0.54,9.06,50.32,0.34,264.0,Poor
62.62,8.87,23.54,0.55,9.4,47.06,0.26,155.0,Moderate
54.54,9.16,24.46,0.48,9.07,42.86,0.26,128.0,Moderate
79.91,8.83,21.54,0.48,9.68,53.41,0.39,161.0,Moderate
58.91,9.93,20.24,0.47,8.23,62.32,0.45,162.0,Moderate
51.15,12.89,22.97,0.54,13.27,61.32,0.44,111.0,Moderate
83.77,8.07,25.52,0.83,13.19,65.73,0.66,160.0,Moderate
71.26,9.58,30.02,0.77,10.2,60.59,0.73,173.0,Moderate
69.38,7.66,19.31,0.56,10.28,61.66,0.43,156.0,Moderate
60.2,7.91,19.87,0.66,9.77,62.2,0.39,132.0,Moderate
52.05,8.35,18.64,0.64,8.21,58.03,0.46,100.0,Satisfactory
46.38,8.16,21.35,0.75,9.73,51.49,0.59,90.0,Satisfactory
53.68,11.58,23.61,0.8,9.54,23.74,0.81,94.0,Satisfactory
54.1,11.04,12.34,0.64,10.02,41.04,0.53,155.0,Moderate
77.05,9.06,15.56,0.52,8.04,30.16,1.75,123.0,Moderate
73.53,9.31,14.69,0.55,9.04,34.25,0.48,135.0,Moderate
92.72,10.68,22.37,0.3,10.73,28.59,0.63,153.0,Moderate
42.08,11.21,20.43,0.55,10.97,29.6,0.74,151.0,Moderate
42.91,11.13,18.48,0.54,11.7,31.25,0.77,94.0,Satisfactory
45.51,11.12,16.82,0.48,11.0,34.1,0.69,89.0,Satisfactory
79.95,10.92,15.53,0.59,9.44,32.81,0.89,154.0,Moderate
51.39,9.99,16.71,0.75,10.3,49.06,0.87,155.0,Moderate
62.56,8.19,17.3,0.89,10.34,56.81,0.66,141.0,Moderate
61.82,9.04,18.38,0.78,10.72,57.03,0.74,154.0,Moderate
61.97,9.41,16.79,0.77,9.83,59.01,0.99,157.0,Moderate
53.08,10.13,15.06,0.72,8.84,56.39,0.83,136.0,Moderate
51.71,10.65,18.88,0.68,8.4,37.09,1.28,108.0,Moderate
66.31,10.16,17.37,0.73,9.51,32.42,1.18,142.0,Moderate
27.49,10.53,18.46,0.63,10.32,29.86,0.99,90.0,Satisfactory
26.18,10.44,18.85,0.62,8.47,32.24,0.51,60.0,Satisfactory
25.63,11.06,23.25,0.79,8.56,31.86,0.73,62.0,Satisfactory
39.39,10.17,21.92,0.65,9.6,33.6,1.16,86.0,Satisfactory
20.77,9.13,20.3,0.58,9.32,33.19,0.67,67.0,Satisfactory
70.35,8.69,18.46,0.57,10.16,32.39,0.56,134.0,Moderate
25.27,9.51,19.14,0.74,9.16,29.67,1.06,83.0,Satisfactory
35.41,10.96,17.72,0.63,8.33,29.51,1.16,81.0,Satisfactory
61.42,8.93,14.77,0.68,7.23,23.64,0.74,130.0,Moderate
22.64,9.29,16.73,0.6,6.87,20.56,0.38,89.0,Satisfactory
25.16,9.78,14.22,0.63,8.89,22.8,0.69,57.0,Satisfactory
35.17,9.85,13.68,0.58,12.59,23.79,0.67,73.0,Satisfactory
31.45,10.18,12.75,0.71,10.01,20.22,0.55,66.0,Satisfactory
55.96,10.35,16.85,0.58,8.96,18.44,0.54,114.0,Moderate
52.41,9.62,16.53,0.49,9.81,25.3,0.51,132.0,Moderate
48.42,9.58,17.69,0.52,8.71,19.37,0.43,117.0,Moderate
50.68,8.99,15.94,0.42,9.76,18.87,0.34,115.0,Moderate
44.09,7.8,17.26,0.45,10.03,19.16,0.41,107.0,Moderate
53.4,8.72,31.33,0.48,9.76,28.43,0.44,114.0,Moderate
63.97,14.02,30.99,0.51,8.75,47.11,0.35,147.0,Moderate
68.84,10.95,20.59,0.53,8.6,52.35,0.32,158.0,Moderate
68.51,12.4,27.2,0.69,9.41,41.62,0.31,165.0,Moderate
61.58,15.01,23.91,0.69,10.74,36.23,0.26,154.0,Moderate
60.62,11.85,24.05,0.69,9.3,34.4,0.28,153.0,Moderate
50.47,13.32,22.21,0.73,10.37,31.14,0.41,129.0,Moderate
54.87,8.78,26.42,0.91,8.0,32.71,0.71,113.0,Moderate
51.27,12.92,21.8,0.83,7.59,31.31,0.74,118.0,Moderate
28.7,16.12,19.36,0.75,9.74,36.08,0.62,93.0,Satisfactory
34.8,12.13,24.58,0.75,11.08,27.59,0.68,69.0,Satisfactory
37.53,10.89,23.6,0.66,7.66,24.11,0.41,79.0,Satisfactory
26.76,9.92,20.85,0.59,7.26,25.35,0.3,79.0,Satisfactory
35.63,8.9,20.43,0.65,7.17,33.16,0.4,82.0,Satisfactory
51.3,8.62,21.97,0.77,9.28,30.22,0.66,100.0,Satisfactory
73.24,9.58,20.69,0.64,11.23,25.3,0.5,158.0,Moderate
38.92,8.99,19.6,0.74,10.39,26.32,0.74,115.0,Moderate
32.28,6.91,14.35,0.61,8.93,33.85,0.53,61.0,Satisfactory
33.39,8.43,17.54,0.72,10.47,37.38,0.55,74.0,Satisfactory
25.88,16.21,19.22,0.82,10.13,22.25,0.67,75.0,Satisfactory
28.61,20.09,18.9,0.9,9.34,15.29,0.99,74.0,Satisfactory
29.54,12.06,20.9,0.82,10.09,20.84,0.93,79.0,Satisfactory
39.29,13.49,22.76,0.73,10.06,20.31,0.72,84.0,Satisfactory
28.67,14.49,21.23,0.67,10.24,15.52,0.43,69.0,Satisfactory
29.88,13.38,20.67,0.6,8.77,19.43,0.88,87.0,Satisfactory
29.4,14.17,21.68,0.59,9.0,18.62,0.91,70.0,Satisfactory
34.97,10.4,21.09,0.54,8.74,23.44,0.87,75.0,Satisfactory
42.25,15.81,23.04,0.75,9.08,22.87,1.1,100.0,Satisfactory
44.1,10.68,23.31,0.74,10.98,29.72,1.38,157.0,Moderate
28.57,10.62,19.4,0.75,11.17,25.5,1.06,100.0,Satisfactory
44.67,10.82,19.92,0.65,9.56,20.82,0.5,111.0,Moderate
38.23,9.76,18.28,0.57,11.33,22.11,0.41,127.0,Moderate
31.62,12.87,19.36,0.62,11.67,21.7,0.44,79.0,Satisfactory
28.93,13.13,20.51,0.64,11.05,17.52,0.43,80.0,Satisfactory
30.21,13.19,24.24,0.66,10.92,15.95,0.53,60.0,Satisfactory
34.05,14.66,24.24,0.71,11.25,18.1,0.6,68.0,Satisfactory
45.64,13.25,22.44,0.75,11.59,18.88,0.59,94.0,Satisfactory
45.95,13.32,23.44,0.71,11.5,20.8,0.58,122.0,Moderate
36.89,14.52,26.35,0.72,11.4,26.56,0.62,90.0,Satisfactory
29.7,11.65,18.53,0.73,10.5,25.61,0.6,89.0,Satisfactory
20.31,10.08,12.5,0.78,7.8,22.55,0.53,59.0,Satisfactory
32.94,13.01,15.6,0.78,8.4,13.27,0.72,68.0,Satisfactory
33.66,15.68,17.24,0.92,9.8,12.3,0.92,80.0,Satisfactory
36.18,13.38,18.96,0.69,10.89,18.57,0.59,90.0,Satisfactory
45.9,9.76,17.96,0.77,10.91,24.72,0.58,96.0,Satisfactory
47.34,9.96,21.39,0.71,11.19,24.79,0.64,104.0,Moderate
47.33,11.74,23.88,0.7,9.41,27.95,0.65,103.0,Moderate
43.96,8.63,22.94,0.71,8.59,34.71,0.55,99.0,Satisfactory
44.71,8.48,24.33,0.68,9.07,34.58,0.68,93.0,Satisfactory
48.12,12.96,25.65,0.84,9.87,28.52,0.68,105.0,Moderate
49.52,13.52,27.89,0.92,15.17,36.04,0.68,108.0,Moderate
48.99,8.51,29.68,0.95,11.49,41.56,0.7,120.0,Moderate
47.7,6.15,17.58,0.81,10.81,58.88,0.82,148.0,Moderate
17.46,7.65,14.55,0.72,11.13,27.01,0.76,81.0,Satisfactory
15.78,5.87,12.4,0.62,12.14,29.18,0.66,54.0,Satisfactory
22.0,14.5,18.08,0.89,10.45,18.05,0.92,62.0,Satisfactory
39.67,22.33,24.13,1.15,10.11,21.18,1.16,91.0,Satisfactory
52.7,22.32,24.82,1.21,8.09,20.58,1.2,135.0,Moderate
53.34,30.58,29.87,1.06,9.04,20.41,1.16,133.0,Moderate
57.85,42.62,28.89,1.34,11.1,25.73,1.2,134.0,Moderate
55.11,42.3,32.84,1.34,9.96,23.3,1.24,174.0,Moderate
50.9,18.51,30.4,1.14,10.08,24.86,1.51,151.0,Moderate
47.8,25.54,30.31,1.16,11.04,23.78,1.54,128.0,Moderate
52.83,40.85,27.83,1.28,14.15,27.09,1.54,125.0,Moderate
41.04,18.0,37.48,1.13,12.57,34.67,1.52,125.0,Moderate
42.35,11.02,35.71,0.98,9.8,51.58,1.17,101.0,Moderate
46.05,13.33,37.16,1.06,10.32,41.69,1.38,101.0,Moderate
46.46,22.36,32.3,0.95,10.31,45.55,1.11,103.0,Moderate
44.93,14.2,34.63,0.91,9.94,59.91,1.21,118.0,Moderate
44.43,17.76,41.0,1.1,10.18,53.06,1.37,116.0,Moderate
49.14,33.36,37.55,1.12,11.77,28.8,1.34,109.0,Moderate
69.46,17.1,36.41,1.01,16.05,35.97,1.35,121.0,Moderate
71.12,9.91,27.52,0.9,9.12,62.94,1.24,178.0,Moderate
61.36,13.2,28.83,0.92,8.56,63.73,1.2,137.0,Moderate
59.86,11.34,35.09,0.8,11.57,61.39,1.19,130.0,Moderate
65.77,11.34,36.45,0.9,11.12,55.39,1.22,142.0,Moderate
66.0,34.26,40.58,1.38,14.45,53.49,1.69,152.0,Moderate
85.38,46.41,42.5,1.43,13.89,27.12,2.08,195.0,Moderate
58.16,52.28,45.45,1.6,11.8,26.39,1.76,151.0,Moderate
67.49,43.71,59.26,1.36,13.06,28.91,1.98,149.0,Moderate
78.42,20.04,53.89,1.26,9.78,52.77,1.69,151.0,Moderate
72.99,19.95,47.86,1.54,9.25,61.5,1.73,180.0,Moderate
74.69,7.04,38.28,0.96,10.36,77.81,1.33,185.0,Moderate
60.43,27.39,47.36,1.28,9.52,53.21,1.59,163.0,Moderate
51.98,19.57,37.34,1.27,8.39,57.11,1.32,117.0,Moderate
59.1,29.87,42.32,1.3,9.23,47.41,1.37,135.0,Moderate
55.75,23.33,41.0,1.2,9.29,43.91,1.73,139.0,Moderate
62.72,11.61,35.17,1.02,9.15,61.83,1.36,146.0,Moderate
69.35,15.15,45.64,1.09,10.26,58.93,1.32,160.0,Moderate
80.31,13.14,44.02,1.07,12.13,70.93,1.33,186.0,Moderate
92.86,19.73,56.12,1.63,11.43,59.07,1.84,212.0,Poor
80.37,22.04,54.2,1.62,11.32,48.61,2.12,219.0,Poor
60.99,17.36,50.16,1.43,9.62,102.73,2.03,218.0,Poor
71.04,39.0,55.17,1.91,13.46,56.74,2.46,195.0,Moderate
63.12,65.05,58.43,1.92,8.24,45.11,3.01,194.0,Moderate
49.51,43.49,50.46,1.44,11.34,40.8,1.86,142.0,Moderate
79.78,14.27,40.36,1.08,9.9,41.88,1.42,169.0,Moderate
44.83,19.13,44.42,0.95,9.49,39.54,1.03,120.0,Moderate
74.94,25.57,51.35,1.4,10.95,39.45,1.4,145.0,Moderate
74.51,41.43,46.85,1.53,16.96,36.81,1.48,141.0,Moderate
106.88,33.54,29.13,1.96,27.32,41.57,1.96,250.0,Poor
108.86,62.22,34.38,2.74,14.94,41.49,2.89,243.0,Poor
99.02,50.0,44.37,2.65,12.17,43.69,3.15,258.0,Poor
60.18,25.95,55.83,2.42,10.39,41.03,1.88,175.0,Moderate
70.21,55.58,56.75,2.39,15.29,32.75,2.04,164.0,Moderate
73.57,83.87,64.22,2.46,11.52,21.63,3.14,202.0,Poor
56.53,13.73,56.95,1.26,10.2,48.12,1.25,139.0,Moderate
84.76,21.54,68.0,1.53,7.17,28.87,1.9,158.0,Moderate
87.76,15.07,60.76,1.4,10.46,41.94,1.56,210.0,Poor
77.87,46.15,47.14,1.96,9.88,33.16,2.45,193.0,Moderate
67.8,15.19,41.75,1.21,12.13,58.23,1.31,184.0,Moderate
59.2,15.81,46.42,1.24,11.45,61.44,1.46,132.0,Moderate
68.34,30.79,51.87,1.29,11.07,31.97,1.51,159.0,Moderate
87.81,25.94,47.29,1.74,13.14,52.16,2.18,161.0,Moderate
72.61,8.89,41.72,0.99,12.48,73.92,1.35,201.0,Poor
70.4,13.08,46.13,1.16,12.7,52.86,1.26,175.0,Moderate
74.86,26.61,43.16,1.49,13.3,49.72,1.83,157.0,Moderate
92.15,74.39,41.7,1.71,11.59,32.84,2.77,220.0,Poor
63.6,27.15,47.57,1.24,10.68,42.32,1.64,176.0,Moderate
67.29,7.75,39.88,1.13,13.03,77.62,1.12,149.0,Moderate
82.51,7.44,36.11,1.14,10.07,76.29,1.04,175.0,Moderate
73.02,23.35,43.46,1.39,9.53,48.1,1.76,198.0,Moderate
69.45,72.64,37.52,1.85,13.0,30.05,3.02,159.0,Moderate
73.56,72.67,45.95,1.87,13.79,27.97,2.52,180.0,Moderate
71.73,34.49,47.58,1.51,12.63,38.64,1.79,184.0,Moderate
71.78,38.83,49.84,1.74,11.81,31.94,2.07,184.0,Moderate
59.35,29.9,46.31,1.53,17.2,41.29,1.81,154.0,Moderate
62.76,41.53,47.89,1.53,17.2,37.25,2.47,143.0,Moderate
74.1,38.9,47.68,1.63,15.92,38.44,2.19,173.0,Moderate
55.16,26.41,41.09,1.37,20.16,42.89,1.43,163.0,Moderate
62.2,28.55,42.12,1.44,19.89,45.1,1.52,158.0,Moderate
74.88,36.81,44.12,1.71,19.87,39.29,2.01,168.0,Moderate
74.13,37.62,44.22,1.57,17.52,40.62,1.79,185.0,Moderate
63.82,15.57,36.56,1.0,16.02,66.08,1.0,162.0,Moderate
55.57,7.38,34.55,0.91,8.99,57.6,0.72,127.0,Moderate
42.72,10.7,38.22,0.97,8.75,34.36,0.77,94.0,Satisfactory
32.37,9.44,39.1,0.86,9.44,42.84,0.61,88.0,Satisfactory
37.28,14.33,43.15,0.81,9.86,37.65,0.78,80.0,Satisfactory
37.75,20.73,36.18,0.92,10.88,40.2,0.9,163.0,Moderate
38.53,8.87,35.52,1.09,13.18,47.35,1.1,109.0,Moderate
42.37,23.73,39.21,1.31,11.59,39.36,1.54,108.0,Moderate
64.83,61.85,50.9,1.95,9.98,28.43,2.52,163.0,Moderate
86.29,96.56,52.17,1.95,11.88,28.96,3.07,205.0,Poor
110.36,89.82,46.93,2.17,10.81,30.54,3.49,244.0,Poor
65.08,25.48,44.77,1.18,9.44,41.4,1.58,201.0,Poor
63.37,11.3,34.44,0.95,10.25,67.92,0.86,154.0,Moderate
62.08,19.03,41.02,1.31,12.24,55.13,1.22,144.0,Moderate
54.27,18.09,41.7,1.08,15.93,39.63,1.21,135.0,Moderate
54.98,51.18,41.21,1.77,17.73,27.87,2.2,122.0,Moderate
96.51,60.48,37.01,1.24,16.97,26.57,2.11,214.0,Poor
87.99,42.03,40.43,1.32,19.57,27.74,1.76,212.0,Poor
90.45,52.53,45.19,1.92,12.89,26.59,2.4,213.0,Poor
98.76,60.72,38.6,1.63,13.73,32.67,2.23,238.0,Poor
135.19,67.39,44.47,2.0,14.5,28.89,3.24,239.0,Poor
113.17,70.73,47.56,1.84,16.89,36.04,2.97,275.0,Poor
76.03,63.37,46.22,1.66,15.89,32.9,2.53,173.0,Moderate
98.19,26.38,45.85,1.12,19.49,30.52,1.7,232.0,Poor
65.04,18.83,38.01,1.06,22.65,37.85,1.63,203.0,Poor
63.41,6.08,25.45,0.8,13.07,61.45,1.31,134.0,Moderate
98.16,6.27,29.73,1.05,11.12,52.22,1.59,196.0,Moderate
50.19,7.92,32.05,0.82,14.19,45.11,1.35,179.0,Moderate
70.88,18.65,40.04,1.09,17.31,35.76,2.01,123.0,Moderate
65.03,13.01,30.68,0.98,15.86,38.67,2.48,158.0,Moderate
65.24,17.36,27.58,1.42,11.8,37.97,2.07,141.0,Moderate
50.08,9.32,27.8,1.03,11.48,53.55,1.05,126.0,Moderate
70.83,15.41,28.84,1.16,15.38,59.19,1.45,130.0,Moderate
68.0,7.97,28.75,0.89,16.28,62.46,1.12,174.0,Moderate
49.54,8.51,23.87,0.74,17.6,49.14,0.69,144.0,Moderate
58.11,38.8,31.85,1.57,18.46,34.28,2.15,122.0,Moderate
58.36,36.69,26.29,1.25,15.56,40.67,2.17,175.0,Moderate
68.19,22.37,34.61,1.28,16.52,46.79,1.57,131.0,Moderate
76.46,30.4,37.4,1.85,19.45,42.24,2.15,191.0,Moderate
93.52,29.64,24.58,1.66,18.23,34.68,2.83,243.0,Poor
64.56,15.12,20.26,1.09,22.47,42.14,1.67,176.0,Moderate
60.48,7.73,16.53,0.91,20.26,45.35,1.11,124.0,Moderate
44.36,14.09,17.62,0.92,17.52,28.28,0.86,131.0,Moderate
44.62,12.34,23.65,0.8,22.04,32.06,1.09,99.0,Satisfactory
52.33,8.28,22.69,0.79,18.41,38.57,0.87,109.0,Moderate
37.73,26.87,22.47,0.69,11.0,35.6,0.59,129.0,Moderate
43.55,48.46,18.45,0.72,10.26,42.7,0.6,89.0,Satisfactory
46.7,9.61,22.82,0.87,11.39,38.33,0.75,89.0,Satisfactory
56.01,14.48,25.32,1.16,13.56,29.3,1.59,118.0,Moderate
47.51,12.43,24.17,1.05,12.25,35.66,1.36,130.0,Moderate
42.38,14.06,23.48,1.15,9.88,39.17,1.36,115.0,Moderate
35.72,8.7,17.64,0.86,12.95,52.58,0.87,100.0,Satisfactory
51.65,10.52,18.38,0.88,11.9,35.74,1.02,102.0,Moderate
60.0,11.43,19.26,1.07,10.13,37.83,1.35,138.0,Moderate
67.4,13.55,19.99,1.08,11.35,44.31,1.66,159.0,Moderate
58.23,12.61,21.47,1.06,10.6,53.22,1.41,182.0,Moderate
59.43,13.24,23.02,1.36,12.14,54.55,1.46,151.0,Moderate
54.13,14.61,25.39,1.31,11.4,44.72,1.5,151.0,Moderate
52.17,13.66,23.04,1.03,9.66,33.03,1.05,130.0,Moderate
50.76,12.04,21.84,0.98,13.03,42.95,0.52,127.0,Moderate
48.6,15.67,28.3,1.83,14.17,36.72,0.9,115.0,Moderate
52.06,19.94,38.73,1.69,10.68,42.35,1.16,128.0,Moderate
45.82,16.33,34.07,1.26,9.57,48.86,0.68,115.0,Moderate
