PM2.5,NO,NH3,CO,SO2,O3,Benzene,AQI,AQI_Bucket
23.54,9.25,22.14,0.49,4.34,13.74,0.55,51.0,Satisfactory
18.81,4.68,18.42,0.44,2.59,15.61,0.39,52.0,Satisfactory
40.65,4.6,21.39,0.45,4.04,17.96,0.42,59.0,Satisfactory
64.09,5.52,24.01,0.59,5.25,20.95,0.64,126.0,Moderate
42.04,5.84,25.96,0.64,3.38,19.55,0.82,94.0,Satisfactory
40.41,7.5,26.24,0.98,2.96,19.73,0.77,82.0,Satisfactory
21.39,4.76,19.89,0.86,2.8,20.34,0.54,76.0,Satisfactory
22.51,6.53,20.95,0.46,3.41,19.96,0.48,54.0,Satisfactory
29.98,7.92,25.34,0.61,3.58,20.79,0.55,66.0,Satisfactory
37.22,5.0,22.49,0.59,5.34,23.74,0.61,84.0,Satisfactory
57.61,5.3,25.82,0.64,11.04,27.88,0.61,96.0,Satisfactory
84.85,6.75,36.15,0.75,13.54,28.26,0.78,155.0,Moderate
84.0,8.64,35.47,0.85,9.23,27.88,0.83,177.0,Moderate
70.7,4.46,27.89,0.65,6.2,31.05,0.62,155.0,Moderate
69.8,8.51,29.95,0.71,7.62,28.77,0.83,131.0,Moderate
81.35,4.9,29.9,0.67,9.4,32.63,0.79,156.0,Moderate
72.38,3.52,28.07,0.57,11.76,38.45,0.81,169.0,Moderate
60.06,5.61,30.62,0.64,6.83,27.21,0.74,122.0,Moderate
56.27,4.11,27.67,0.48,8.28,32.11,0.64,104.0,Moderate
62.64,4.36,32.29,0.55,7.01,34.16,0.96,123.0,Moderate
67.77,4.17,28.91,0.6,5.57,34.65,1.98,125.0,Moderate
69.15,4.1,34.06,0.67,6.04,30.76,2.15,127.0,Moderate
66.42,4.52,33.39,0.67,6.42,30.5,3.29,141.0,Moderate
70.79,3.95,30.37,0.66,11.76,34.73,4.22,131.0,Moderate
76.03,3.46,35.4,0.71,13.24,41.27,4.76,145.0,Moderate
82.72,3.29,32.85,0.68,9.84,44.86,5.01,165.0,Moderate
84.11,3.88,38.32,0.69,6.29,35.3,3.6,181.0,Moderate
78.63,5.37,38.44,0.7,4.59,30.22,2.58,161.0,Moderate
76.7,5.09,40.26,0.76,5.68,29.72,2.85,161.0,Moderate
75.82,7.29,42.14,0.77,9.06,26.43,3.94,159.0,Moderate
80.31,6.13,38.39,0.79,6.99,30.62,3.31,156.0,Moderate
86.18,3.74,35.5,0.72,7.34,32.54,2.06,163.0,Moderate
80.88,3.03,31.01,0.7,6.09,32.79,1.69,176.0,Moderate
71.3,4.68,38.76,0.85,5.83,28.08,2.78,154.0,Moderate
74.49,8.62,49.64,0.88,7.11,27.41,3.02,146.0,Moderate
62.42,7.57,44.76,0.79,5.44,28.58,1.51,129.0,Moderate
63.81,6.0,40.93,0.79,5.9,24.91,2.6,127.0,Moderate
61.97,7.3,32.04,0.7,5.92,23.4,5.02,127.0,Moderate
45.57,7.03,26.88,0.61,5.01,22.17,1.72,92.0,Satisfactory
47.66,7.56,36.08,0.75,5.45,20.1,1.44,75.0,Satisfactory
79.37,7.67,38.31,0.81,5.55,30.71,2.21,144.0,Moderate
82.44,10.1,47.96,0.92,8.32,27.09,2.88,172.0,Moderate
85.82,11.81,46.9,0.86,8.61,30.81,3.19,178.0,Moderate
83.29,10.13,49.14,0.82,6.63,33.25,2.05,186.0,Moderate
67.07,10.2,42.75,0.83,5.88,27.28,2.53,156.0,Moderate
57.77,9.93,41.58,0.89,5.62,24.99,1.58,119.0,Moderate
58.14,12.36,43.91,0.86,6.12,24.18,2.83,117.0,Moderate
64.73,14.33,45.83,0.92,5.73,26.62,2.04,125.0,Moderate
55.77,10.17,44.15,0.78,5.58,23.84,1.89,125.0,Moderate
31.86,8.63,32.41,0.61,5.87,26.76,0.98,85.0,Satisfactory
40.8,8.88,35.37,0.67,5.14,26.37,1.12,78.0,Satisfactory
43.43,7.88,31.45,0.66,4.87,27.3,0.82,87.0,Satisfactory
50.84,8.91,39.89,0.75,5.05,25.47,0.93,96.0,Satisfactory
69.16,13.06,45.94,0.84,6.06,24.37,1.48,120.0,Moderate
75.72,16.08,48.4,0.91,6.88,24.3,2.0,150.0,Moderate
75.66,12.24,45.84,0.92,5.69,25.57,0.97,147.0,Moderate
78.86,15.73,52.39,1.0,8.96,25.49,1.18,151.0,Moderate
82.1,14.3,45.79,0.84,7.61,31.18,1.01,172.0,Moderate
77.15,9.68,41.34,0.66,6.27,28.57,1.12,166.0,Moderate
74.42,8.99,41.57,0.73,5.84,30.37,1.17,157.0,Moderate
62.38,8.67,34.51,0.63,5.24,32.49,0.64,130.0,Moderate
72.06,8.46,33.0,0.74,4.73,34.33,0.56,131.0,Moderate
62.79,9.47,33.93,0.75,5.43,29.67,0.62,128.0,Moderate
56.3,10.23,36.66,0.73,6.89,26.83,0.68,119.0,Moderate
73.73,10.37,39.62,0.72,14.5,31.39,0.59,130.0,Moderate
80.23,11.11,44.53,0.79,10.51,32.58,0.84,158.0,Moderate
72.02,11.1,36.32,0.81,6.71,36.01,0.66,143.0,Moderate
47.37,8.73,30.94,0.68,5.25,30.96,0.68,107.0,Moderate
41.19,8.24,25.88,0.65,4.18,28.71,0.36,82.0,Satisfactory
30.8,8.74,27.43,0.61,3.83,22.23,0.38,64.0,Satisfactory
33.09,8.11,25.24,0.57,5.53,22.63,0.41,64.0,Satisfactory
57.96,9.94,29.78,0.7,6.3,27.61,0.53,87.0,Satisfactory
64.52,10.67,34.05,0.57,17.49,29.06,0.59,112.0,Moderate
56.86,9.19,36.85,0.75,11.39,26.58,0.54,125.0,Moderate
51.1,8.09,30.38,0.6,5.24,27.64,0.4,93.0,Satisfactory
40.04,8.75,25.03,0.45,6.19,26.31,0.41,82.0,Satisfactory
46.45,10.08,29.5,0.52,6.66,20.13,0.6,84.0,Satisfactory
74.35,8.75,29.58,0.52,8.8,30.67,0.49,123.0,Moderate
74.55,10.9,41.69,0.62,13.04,29.76,0.73,149.0,Moderate
67.37,13.05,42.49,0.57,14.43,29.52,0.67,140.0,Moderate
65.69,12.77,46.15,0.61,11.57,32.27,0.82,128.0,Moderate
72.24,4.8,40.97,0.63,5.04,41.27,0.47,134.0,Moderate
50.23,2.88,25.29,0.42,4.35,36.53,0.42,119.0,Moderate
35.28,2.81,22.05,0.38,5.35,33.42,0.27,76.0,Satisfactory
31.16,6.4,27.84,0.44,5.87,25.51,0.33,66.0,Satisfactory
35.01,10.46,29.5,0.48,5.17,25.43,0.21,69.0,Satisfactory
34.14,11.5,27.74,0.43,4.3,25.09,0.17,74.0,Satisfactory
39.98,11.41,30.46,0.47,4.75,25.95,0.2,77.0,Satisfactory
37.27,10.09,32.37,0.46,5.1,28.47,0.2,84.0,Satisfactory
38.79,10.0,31.8,0.48,5.74,27.79,0.16,84.0,Satisfactory
56.38,11.39,43.87,0.62,6.51,23.8,0.27,106.0,Moderate
63.09,16.57,49.49,0.66,7.58,21.9,0.37,125.0,Moderate
67.01,16.44,47.05,0.7,9.29,24.01,0.36,133.0,Moderate
62.52,16.82,43.0,0.63,8.08,26.27,0.32,131.0,Moderate
57.99,14.41,38.53,0.56,7.35,29.09,0.28,128.0,Moderate
51.37,11.61,29.77,0.45,9.14,36.31,0.24,107.0,Moderate
58.15,12.15,38.77,0.56,12.66,27.33,0.34,128.0,Moderate
68.2,15.2,36.66,0.57,12.68,32.23,0.3,126.0,Moderate
59.22,15.5,38.18,0.47,8.72,33.28,0.15,141.0,Moderate
38.88,13.41,40.69,0.4,5.26,23.6,0.1,99.0,Satisfactory
40.2,10.81,29.28,0.45,4.62,22.37,0.09,77.0,Satisfactory
36.94,11.29,30.21,0.42,4.14,19.82,0.15,76.0,Satisfactory
27.77,11.47,31.23,0.42,6.01,22.31,0.16,71.0,Satisfactory
32.73,12.03,34.88,0.44,4.73,20.87,0.14,70.0,Satisfactory
30.56,11.42,41.17,0.4,4.98,22.55,0.13,80.0,Satisfactory
32.21,10.06,28.37,0.39,4.61,28.54,0.08,80.0,Satisfactory
38.5,13.62,28.55,0.45,4.7,22.27,0.19,79.0,Satisfactory
41.49,12.81,27.11,0.49,5.98,17.12,0.32,82.0,Satisfactory
39.28,11.81,29.29,0.48,4.23,24.04,0.18,68.0,Satisfactory
42.7,11.16,29.93,0.49,4.72,30.41,0.16,75.0,Satisfactory
56.38,11.99,36.64,0.6,5.87,27.5,0.72,94.0,Satisfactory
61.85,14.13,43.3,0.6,9.22,28.73,1.6,122.0,Moderate
74.29,27.33,60.15,0.85,19.3,25.32,3.4,146.0,Moderate
66.96,28.85,57.58,0.8,13.19,27.56,3.77,154.0,Moderate
65.61,17.31,43.19,0.56,11.81,34.95,1.8,140.0,Moderate
59.75,18.42,44.99,0.63,10.93,29.88,1.65,126.0,Moderate
45.93,13.0,47.25,0.57,14.12,29.11,1.47,116.0,Moderate
49.6,12.41,44.57,0.58,8.36,32.27,1.38,112.0,Moderate
45.57,10.85,27.45,0.41,5.78,31.14,1.07,97.0,Satisfactory
35.27,10.0,22.96,0.35,6.09,32.66,0.83,86.0,Satisfactory
28.81,10.68,27.78,0.37,5.72,28.48,0.85,72.0,Satisfactory
25.6,9.89,24.85,0.39,5.8,29.68,0.7,68.0,Satisfactory
32.51,9.62,27.31,0.46,4.77,32.78,0.71,70.0,Satisfactory
42.14,10.13,28.15,0.46,8.89,31.4,0.7,86.0,Satisfactory
55.84,12.79,34.26,0.51,12.79,34.42,0.96,112.0,Moderate
38.49,9.06,33.43,0.41,10.07,36.84,0.88,108.0,Moderate
40.35,4.75,29.75,0.43,6.6,35.27,1.24,97.0,Satisfactory
42.44,3.45,25.56,0.51,4.91,33.3,1.81,91.0,Satisfactory
43.21,4.18,27.41,0.58,4.72,33.69,1.85,92.0,Satisfactory
48.6,4.74,31.95,0.59,5.26,29.23,2.41,95.0,Satisfactory
49.59,3.4,27.73,0.52,5.34,29.24,1.46,97.0,Satisfactory
46.51,10.5,29.56,0.52,8.82,26.06,2.23,106.0,Moderate
57.23,11.81,37.61,0.64,11.83,29.33,4.14,113.0,Moderate
33.87,9.46,23.4,0.44,5.21,21.86,1.52,100.0,Satisfactory
38.58,11.0,25.4,0.46,4.76,23.93,1.97,85.0,Satisfactory
33.94,9.05,22.05,0.46,4.69,23.97,1.65,77.0,Satisfactory
32.84,10.27,22.79,0.5,4.82,18.94,2.86,70.0,Satisfactory
25.67,9.91,21.21,0.44,4.35,21.56,1.78,65.0,Satisfactory
29.93,9.77,26.85,0.48,5.01,21.78,2.13,62.0,Satisfactory
31.53,10.01,30.61,0.58,5.55,21.14,2.89,78.0,Satisfactory
27.51,9.16,25.71,0.46,4.96,20.64,1.51,79.0,Satisfactory
33.45,10.07,28.19,0.53,6.01,20.47,2.05,75.0,Satisfactory
32.03,10.48,27.55,0.49,5.37,22.61,3.03,82.0,Satisfactory
27.86,10.8,28.5,0.53,4.57,19.88,5.01,71.0,Satisfactory
25.08,10.63,29.65,0.47,3.98,20.94,1.99,67.0,Satisfactory
26.32,11.32,31.53,0.51,5.34,20.74,1.68,67.0,Satisfactory
43.39,9.2,33.52,0.68,7.02,24.86,3.4,87.0,Satisfactory
33.71,7.05,25.04,0.52,5.39,29.44,2.05,79.0,Satisfactory
39.85,8.88,24.68,0.57,7.04,28.78,2.45,84.0,Satisfactory
38.0,9.58,20.45,0.49,6.38,26.93,2.88,102.0,Moderate
37.97,8.0,14.21,0.46,5.41,28.82,1.44,73.0,Satisfactory
28.75,7.76,12.33,0.4,6.67,28.26,1.03,66.0,Satisfactory
28.47,7.76,12.7,0.4,6.22,28.67,1.02,60.0,Satisfactory
29.0,7.92,12.23,0.37,5.14,29.13,1.05,59.0,Satisfactory
34.09,7.7,12.16,0.36,5.3,33.42,0.82,65.0,Satisfactory
36.17,3.67,11.67,0.39,6.39,36.97,1.03,70.0,Satisfactory
42.07,2.85,19.37,0.47,4.71,36.94,1.19,75.0,Satisfactory
34.79,3.05,19.35,0.41,7.11,36.78,1.04,72.0,Satisfactory
42.42,5.47,19.9,0.49,7.31,37.4,1.86,68.0,Satisfactory
47.96,3.72,19.98,0.65,6.64,35.46,1.96,87.0,Satisfactory
48.05,3.48,19.75,0.55,6.67,33.65,1.62,88.0,Satisfactory
38.13,3.8,18.95,0.51,9.04,31.37,1.54,73.0,Satisfactory
37.34,3.78,21.26,0.5,8.46,26.57,2.06,67.0,Satisfactory
30.18,5.19,16.71,0.44,8.36,27.81,1.16,66.0,Satisfactory
27.87,6.26,18.52,0.66,8.47,25.48,1.64,64.0,Satisfactory
19.76,20.04,22.67,0.8,8.49,34.09,1.19,77.0,Satisfactory
19.94,16.92,20.46,0.41,11.06,36.03,0.94,56.0,Satisfactory
29.36,23.69,25.74,0.51,9.14,29.65,2.22,59.0,Satisfactory
18.95,9.39,31.96,0.52,6.51,28.05,1.0,62.0,Satisfactory
23.99,10.56,27.24,0.38,6.21,23.3,1.17,55.0,Satisfactory
33.4,5.55,21.68,0.4,4.25,24.1,1.56,61.0,Satisfactory
35.21,6.95,18.03,0.41,3.48,29.34,0.94,68.0,Satisfactory
38.07,5.4,19.72,0.38,4.27,33.8,1.34,74.0,Satisfactory
33.99,5.55,18.3,0.41,4.36,34.56,1.08,74.0,Satisfactory
37.13,5.58,18.82,0.49,4.19,33.93,1.06,70.0,Satisfactory
38.44,6.43,21.35,0.51,5.07,29.02,1.16,74.0,Satisfactory
35.67,6.99,25.01,0.5,4.46,24.66,1.0,75.0,Satisfactory
30.21,7.75,24.42,0.38,5.75,24.31,1.08,67.0,Satisfactory
26.47,7.86,25.39,0.38,6.01,21.8,1.24,58.0,Satisfactory
22.83,8.29,29.99,0.5,6.64,20.2,1.35,54.0,Satisfactory
25.12,7.57,26.18,0.39,4.56,23.58,0.94,50.0,Good
27.57,7.51,24.7,0.45,4.88,23.42,2.7,53.0,Satisfactory
28.99,6.92,22.09,0.44,4.43,23.95,0.83,63.0,Satisfactory
31.76,6.91,24.4,0.46,5.65,24.59,1.81,62.0,Satisfactory
29.9,6.85,20.64,0.42,4.27,25.52,1.21,71.0,Satisfactory
23.51,6.72,21.98,0.44,3.83,26.87,1.37,56.0,Satisfactory
23.36,7.68,19.73,0.39,3.72,23.68,0.63,56.0,Satisfactory
16.03,7.11,22.21,0.41,3.67,29.77,0.69,51.0,Satisfactory
21.12,5.11,24.27,0.6,4.03,32.53,0.74,59.0,Satisfactory
22.69,5.72,22.43,0.64,4.27,27.21,1.04,67.0,Satisfactory
24.62,8.06,25.22,0.54,5.59,30.87,0.8,54.0,Satisfactory
33.03,6.32,26.32,0.49,5.04,30.42,2.04,70.0,Satisfactory
28.18,4.34,22.57,0.48,4.59,32.53,0.85,77.0,Satisfactory
31.36,6.48,24.86,0.45,4.17,32.74,1.03,71.0,Satisfactory
25.18,5.47,21.51,0.52,4.45,31.28,0.73,73.0,Satisfactory
26.84,5.48,21.67,0.41,4.3,26.6,0.82,59.0,Satisfactory
27.46,5.31,22.97,0.45,4.84,29.18,1.07,65.0,Satisfactory
29.56,5.26,21.1,0.37,5.41,31.69,1.28,69.0,Satisfactory
28.15,6.13,26.08,0.43,5.02,26.82,1.02,65.0,Satisfactory
38.65,7.1,30.29,0.53,7.01,27.77,2.84,83.0,Satisfactory
32.09,6.66,27.82,0.47,6.05,24.41,1.18,74.0,Satisfactory
24.1,6.12,24.07,0.38,4.61,25.87,0.81,64.0,Satisfactory
25.06,5.74,21.85,0.35,5.29,25.8,0.97,60.0,Satisfactory
24.12,6.46,23.33,0.34,5.38,27.84,1.34,60.0,Satisfactory
27.65,6.83,26.37,0.46,6.32,30.88,1.88,67.0,Satisfactory
32.47,6.68,28.5,0.49,5.87,31.95,2.53,70.0,Satisfactory
31.05,4.88,27.66,0.43,7.55,35.11,1.37,72.0,Satisfactory
42.41,5.65,30.17,0.52,9.4,33.8,2.55,93.0,Satisfactory
36.62,5.97,31.45,0.44,10.5,29.47,2.33,106.0,Moderate
31.59,7.65,33.69,0.43,11.4,32.1,2.6,109.0,Moderate
39.91,7.64,38.9,0.68,8.55,28.72,4.92,114.0,Moderate
44.09,6.29,35.83,0.62,8.65,35.2,3.68,122.0,Moderate
41.03,5.05,26.38,0.52,6.61,43.37,1.79,116.0,Moderate
33.07,5.23,22.72,0.44,5.94,38.23,1.02,102.0,Moderate
32.51,5.32,23.19,0.45,6.32,37.5,1.05,89.0,Satisfactory
28.66,4.95,24.26,0.44,5.46,40.38,1.77,87.0,Satisfactory
26.7,5.11,26.37,0.41,5.65,32.09,2.38,86.0,Satisfactory
21.07,4.82,24.05,0.34,6.1,30.78,0.84,84.0,Satisfactory
18.56,4.6,23.9,0.33,5.49,32.56,0.91,65.0,Satisfactory
25.17,8.9,27.75,0.43,4.66,25.41,1.04,67.0,Satisfactory
30.0,8.17,30.48,0.42,5.23,30.2,1.57,55.0,Satisfactory
16.47,7.23,23.75,0.33,4.36,29.86,1.01,79.0,Satisfactory
11.74,4.76,20.72,0.34,5.12,18.84,0.5,38.0,Good
13.93,5.38,18.89,0.3,5.56,21.39,0.34,33.0,Good
19.57,4.86,22.78,0.3,6.89,20.05,0.53,38.0,Good
23.02,5.54,20.88,0.29,10.04,17.59,0.59,58.0,Satisfactory
19.49,7.56,18.0,0.3,9.34,17.98,0.69,64.0,Satisfactory
20.2,7.27,19.5,0.32,9.69,16.57,0.69,54.0,Satisfactory
17.96,6.01,19.43,0.31,9.15,20.04,0.76,57.0,Satisfactory
20.26,7.09,21.57,0.28,5.72,17.59,1.2,48.0,Good
19.96,7.54,23.97,0.27,6.7,13.48,1.24,42.0,Good
17.19,5.99,21.01,0.28,6.02,15.47,0.8,42.0,Good
9.87,5.26,19.35,0.29,5.32,16.2,0.43,38.0,Good
9.8,5.45,19.97,0.26,6.34,17.74,0.38,32.0,Good
13.53,5.84,19.95,0.31,6.19,15.24,0.42,33.0,Good
10.31,5.49,17.7,0.31,5.28,13.05,0.29,31.0,Good
10.31,5.89,18.86,0.28,5.7,14.37,0.48,29.0,Good
14.04,5.66,18.92,0.26,5.94,13.99,0.37,30.0,Good
20.19,7.31,20.73,0.27,7.96,12.04,0.64,37.0,Good
22.5,5.78,19.96,0.26,7.71,13.86,0.66,52.0,Satisfactory
24.0,6.08,21.8,0.25,8.15,14.47,0.68,56.0,Satisfactory
22.91,5.72,21.71,0.26,7.86,15.94,0.83,60.0,Satisfactory
22.36,6.71,22.45,0.32,6.56,16.49,1.34,51.0,Satisfactory
21.25,7.2,24.72,0.36,5.26,20.81,0.93,51.0,Satisfactory
22.41,7.13,25.42,0.35,5.16,23.48,1.13,52.0,Satisfactory
27.05,5.71,21.78,0.34,5.03,24.41,0.76,52.0,Satisfactory
23.29,6.38,22.64,0.36,5.39,24.22,0.88,58.0,Satisfactory
15.8,5.79,22.73,0.36,6.36,22.25,0.82,49.0,Good
20.24,3.96,27.59,0.38,6.29,19.98,1.31,47.0,Good
19.38,2.63,24.58,0.39,5.3,17.4,1.45,46.0,Good
26.83,2.94,27.18,0.43,6.07,13.2,1.31,48.0,Good
91.49,17.84,60.61,0.25,7.76,2.42,0.0,181.0,Moderate
67.43,12.37,46.53,0.17,6.82,2.07,0.0,168.0,Moderate
82.3,12.2,45.85,0.24,8.63,0.67,0.0,159.0,Moderate
90.96,11.93,44.42,0.24,8.71,0.43,0.0,195.0,Moderate
112.8,12.03,47.37,0.29,8.64,0.24,0.0,235.0,Poor
89.21,12.21,50.37,0.31,8.54,0.87,0.0,244.0,Poor
101.04,15.94,32.03,0.3,17.57,1.75,0.0,206.0,Poor
99.52,14.68,18.55,0.31,8.68,2.18,0.0,232.0,Poor
108.16,17.1,21.24,0.58,11.28,6.46,0.0,254.0,Poor
105.56,18.42,22.34,0.8,9.12,24.99,0.04,275.0,Poor
104.08,31.78,25.56,0.83,10.99,29.4,0.11,238.0,Poor
79.51,29.19,15.79,0.91,7.49,30.87,0.16,225.0,Poor
87.06,24.83,49.67,0.68,8.08,51.28,4.9,249.0,Poor
98.97,8.81,35.33,0.6,9.22,66.34,3.15,250.0,Poor
75.56,7.61,29.65,0.62,15.18,74.41,4.54,213.0,Poor
133.05,17.01,22.99,0.78,14.82,37.96,3.63,213.0,Poor
126.59,18.92,26.3,0.65,9.82,49.77,3.85,276.0,Poor
71.63,15.55,30.26,0.52,6.54,31.04,3.27,240.0,Poor
64.19,8.88,32.33,0.61,6.12,31.08,2.89,197.0,Moderate
73.93,12.75,29.67,0.6,7.73,44.67,3.08,142.0,Moderate
121.26,31.07,36.99,1.02,8.3,60.92,5.46,246.0,Poor
124.18,15.9,26.0,0.9,8.39,113.08,5.51,295.0,Poor
96.68,30.54,25.3,1.25,8.38,74.38,6.97,226.0,Poor
88.72,32.02,33.57,0.94,9.91,42.78,6.28,226.0,Poor
70.41,16.66,27.97,0.85,6.77,85.91,4.4,180.0,Moderate
88.45,6.0,37.92,0.75,7.56,114.57,3.45,195.0,Moderate
110.96,37.92,52.65,0.98,6.4,81.74,4.62,233.0,Poor
109.77,100.51,60.14,1.16,5.88,43.61,7.0,256.0,Poor
75.66,56.51,65.02,0.73,6.15,44.14,4.23,210.0,Poor
77.68,15.68,55.5,0.64,6.02,67.79,3.22,171.0,Moderate
107.35,7.6,34.61,0.64,5.85,118.39,2.73,211.0,Poor
104.86,32.94,32.01,0.65,3.2,100.07,2.97,252.0,Poor
102.63,51.23,64.42,0.89,3.97,89.91,4.35,244.0,Poor
122.13,53.88,84.94,1.19,4.2,58.88,8.13,275.0,Poor
97.73,45.38,62.27,1.35,4.19,59.78,8.12,251.0,Poor
95.4,56.12,64.47,1.34,5.87,57.94,8.67,208.0,Poor
124.91,32.53,81.3,1.0,5.28,83.0,6.84,257.0,Poor
119.13,26.3,72.86,0.98,6.1,98.66,6.66,275.0,Poor
173.72,37.51,64.07,1.15,4.92,83.03,6.54,270.0,Poor
137.56,39.3,61.48,1.31,7.21,63.32,6.81,333.0,Very Poor
84.21,8.64,22.51,0.68,5.15,100.59,3.85,193.0,Moderate
90.76,3.33,25.04,0.54,7.96,89.14,2.0,199.0,Moderate
102.37,2.44,22.1,0.48,6.3,81.71,1.95,221.0,Poor
152.82,2.46,25.8,0.64,10.65,62.68,2.02,276.0,Poor
90.89,2.39,25.34,0.55,10.75,54.05,2.16,220.0,Poor
247.89,2.52,25.3,0.81,10.38,72.81,2.75,295.0,Poor
70.12,2.88,27.79,0.53,7.17,55.8,1.74,280.0,Poor
63.22,4.38,39.4,0.51,7.95,51.15,2.04,157.0,Moderate
66.56,10.86,44.86,0.19,9.49,50.67,2.88,185.0,Moderate
76.04,30.6,57.6,0.08,10.31,55.99,5.36,153.0,Moderate
112.71,57.13,94.41,0.13,11.85,37.61,6.89,230.0,Poor
120.58,38.44,117.03,0.31,10.92,35.21,8.43,256.0,Poor
165.57,72.8,118.92,0.0,8.99,34.9,8.37,305.0,Very Poor
109.53,65.54,100.76,0.0,8.53,28.37,5.76,304.0,Very Poor
102.04,80.68,103.82,0.0,7.73,54.08,7.46,203.0,Poor
116.2,57.83,108.17,0.0,8.99,51.65,8.95,249.0,Poor
106.23,38.97,95.01,0.0,10.28,64.74,5.68,249.0,Poor
98.1,27.9,85.5,0.0,8.25,119.81,2.4,215.0,Poor
161.94,23.26,66.57,0.0,8.1,114.76,2.12,336.0,Very Poor
101.06,30.36,70.26,0.0,7.7,87.04,3.34,234.0,Poor
119.08,18.38,62.8,0.0,8.55,66.54,5.94,253.0,Poor
136.16,18.1,42.43,0.0,9.56,90.16,2.23,265.0,Poor
89.75,7.3,27.2,0.0,10.63,78.4,2.3,218.0,Poor
82.61,15.21,29.33,0.0,10.06,65.1,3.42,198.0,Moderate
84.81,16.03,26.92,0.0,10.8,69.44,5.1,187.0,Moderate
89.74,24.49,26.37,0.0,6.13,52.89,8.93,197.0,Moderate
72.32,10.58,21.7,0.0,6.87,76.32,3.2,182.0,Moderate
52.64,5.95,19.59,0.0,7.74,83.65,2.19,121.0,Moderate
58.96,9.45,21.16,0.0,4.33,32.27,3.66,93.0,Satisfactory
52.76,8.86,20.25,0.0,3.32,28.16,3.53,113.0,Moderate
43.67,6.87,15.56,0.0,13.63,50.24,1.61,93.0,Satisfactory
54.27,8.16,18.51,0.0,16.03,49.86,1.96,88.0,Satisfactory
43.25,7.24,14.84,0.0,13.97,54.35,2.25,89.0,Satisfactory
69.9,11.36,12.72,0.0,10.11,48.42,8.17,103.0,Moderate
50.09,7.31,11.7,0.0,12.86,53.42,5.03,153.0,Moderate
67.74,18.21,38.79,0.0,10.35,20.26,8.07,174.0,Moderate
48.39,14.66,27.05,0.0,11.87,43.46,1.98,130.0,Moderate
31.24,8.78,22.79,0.0,8.57,56.18,2.3,96.0,Satisfactory
50.68,56.27,39.61,0.0,9.47,43.65,10.57,103.0,Moderate
70.37,58.21,48.02,0.0,7.95,51.36,6.13,147.0,Moderate
60.28,28.68,42.35,0.0,12.47,42.49,6.13,154.0,Moderate
154.11,53.78,52.75,0.0,9.15,45.58,5.93,242.0,Poor
75.44,51.83,26.19,0.0,11.31,42.85,8.78,194.0,Moderate
102.64,25.97,37.42,0.0,7.65,38.57,7.7,227.0,Poor
65.88,40.39,48.94,0.0,11.57,54.47,6.02,148.0,Moderate
68.64,8.84,48.01,0.0,17.52,70.86,2.94,174.0,Moderate
81.93,7.82,34.78,0.0,12.93,59.4,3.33,153.0,Moderate
82.33,9.33,43.34,0.0,9.85,48.42,4.87,221.0,Poor
89.98,16.88,43.11,0.0,12.7,48.92,3.84,206.0,Poor
106.38,53.83,84.12,0.0,12.06,28.61,7.8,232.0,Poor
80.07,32.78,70.61,0.0,12.22,34.35,5.61,225.0,Poor
87.46,13.69,69.13,0.0,9.67,44.31,5.44,177.0,Moderate
95.36,20.53,70.75,0.0,10.3,33.02,7.01,234.0,Poor
70.3,8.61,58.29,0.0,16.11,32.07,4.06,183.0,Moderate
78.86,37.04,76.84,0.0,15.68,39.68,8.06,164.0,Moderate
89.46,32.47,69.36,0.0,11.92,60.8,6.47,193.0,Moderate
94.76,41.21,85.95,0.0,14.62,42.16,6.07,239.0,Poor
88.44,44.32,102.56,0.0,19.33,43.99,4.64,211.0,Poor
96.1,59.36,73.96,0.0,23.61,43.56,3.82,198.0,Moderate
105.77,79.4,81.74,0.0,15.6,30.72,4.92,260.0,Poor
83.29,33.6,27.88,0.0,12.79,49.59,3.07,171.0,Moderate
67.74,31.18,16.57,0.0,13.37,35.43,2.61,173.0,Moderate
71.2,23.76,14.07,0.0,10.78,53.28,1.75,141.0,Moderate
52.41,8.34,16.29,0.0,8.48,77.47,1.02,116.0,Moderate
73.67,16.86,13.42,0.0,12.92,56.89,1.87,124.0,Moderate
84.48,16.75,14.47,0.0,10.84,52.2,1.38,190.0,Moderate
94.69,7.76,17.15,0.0,12.27,70.72,1.39,223.0,Poor
84.69,17.52,18.37,0.01,10.02,51.67,1.73,189.0,Moderate
67.67,6.84,17.24,0.22,12.44,80.44,0.98,171.0,Moderate
67.38,13.71,22.56,0.21,8.79,63.97,1.13,148.0,Moderate
84.31,19.13,40.92,0.31,10.4,68.73,0.89,181.0,Moderate
86.57,40.34,43.76,0.42,9.51,46.15,2.07,163.0,Moderate
95.31,43.3,47.69,0.5,10.99,43.38,2.2,247.0,Poor
72.7,36.15,35.06,0.46,14.81,63.56,2.08,171.0,Moderate
67.97,25.14,32.42,1.23,17.77,64.12,2.19,167.0,Moderate
59.22,20.02,31.76,1.16,18.37,78.61,1.74,154.0,Moderate
99.61,38.71,42.64,1.36,17.4,40.81,2.69,219.0,Poor
69.6,29.36,34.65,1.18,13.34,50.29,1.66,208.0,Poor
71.01,43.6,19.91,1.7,10.94,30.7,3.16,177.0,Moderate
79.98,19.29,18.69,0.83,11.35,42.92,1.48,168.0,Moderate
